"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Suspended Solids (mg/L)","Total Phosphorus (mg/L)","Total Nitrogen (mg/L)","Ammonia Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","Total Inorganic Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Turbidity (NTU)","pH","Temperature (°C)","Salinity (psu)"
"North Western","NM8","2024-03-14","1","Middle Water","<0.1","7.2","0.05","0.26","0.035","0.003","0.09","1.9","95","7.1","3","9.3","8","19.7","34"
"North Western","NM8","2024-03-14","1","Bottom Water","2","13","0.05","0.25","0.034","<0.002","0.09","1.6","89","6.7","<1","10.6","8","19.6","34"
"North Western","NM8","2024-04-18","1","Surface Water","1.2","2","0.05","1.21","0.036","<0.002","0.97","7.5","114","8.2","1","2.9","8.5","26.8","17.3"
"North Western","NM8","2024-04-18","1","Middle Water","1.3","2.9","0.05","0.75","0.074","0.002","0.55","4.6","88","6.2","1","3.2","8.3","25.1","28.6"
"North Western","NM8","2024-04-18","1","Bottom Water","1.2","11","0.05","0.67","0.081","<0.002","0.5","2.4","64","4.5","<1","5.8","8.2","24.5","31.3"
"North Western","NM8","2024-05-16","1","Surface Water","1.2","8.1","0.06","0.54","0.024","<0.002","0.3","10","85","5.9","<1","4.1","8.3","26.4","26.5"
"North Western","NM8","2024-05-16","1","Middle Water","0.9","7.1","0.06","0.43","0.027","<0.002","0.23","11","119","8.2","1","5.3","8.2","26","29.2"
"North Western","NM8","2024-05-16","1","Bottom Water","0.7","5.8","0.07","0.4","0.033","0.003","0.18","11","97","6.6","1","5.1","8.2","25.9","30"
"North Western","NM8","2024-06-20","1","Surface Water","0.6","8.8","0.05","1.98","0.017","0.027","1.74","2","80","6.1","170","15.3","7.7","28.7","3"
"North Western","NM8","2024-06-20","1","Middle Water","0.8","8.1","0.06","1.42","0.012","0.028","1.24","1.5","69","5.3","90","9.4","7.8","28.6","3"
"North Western","NM8","2024-06-20","1","Bottom Water","0.7","9","0.06","1.52","0.015","0.024","1.35","1","58","4.4","230","8","7.9","28.6","3.1"
"North Western","NM8","2024-07-15","1","Surface Water","1.9","2.8","0.05","1.43","0.025","0.008","1.15","6.8","95","6.7","<1","2.9","8.2","30","12.9"
"North Western","NM8","2024-07-15","1","Middle Water","1.7","3","0.04","1.35","0.012","0.009","1.14","8.4","85","6","<1","2.9","8.1","29.9","12.9"
"North Western","NM8","2024-07-15","1","Bottom Water","1.4","2.1","0.06","1.75","0.011","0.018","1.36","7.1","72","5.1","4","3","8","30","12.9"
"North Western","NM8","2024-08-14","1","Surface Water","0.8","3.2","0.06","1.94","<0.005","0.036","1.7","3.7","76","5.5","19","4.4","8","29.6","8.4"
"North Western","NM8","2024-08-14","1","Middle Water","0.6","3.8","0.06","1.74","<0.005","0.029","1.49","5","73","5.3","15","4.2","8.1","29.6","8.6"
"North Western","NM8","2024-08-14","1","Bottom Water","0.8","2.7","0.07","1.41","0.009","0.025","1.18","3.4","59","4.3","30","3.8","7.9","29.1","9.1"
"North Western","NM8","2024-09-23","1","Surface Water","<0.1","1.2","0.08","0.64","0.094","0.029","0.61","1.2","115","7.7","4","6.9","8","28.8","25.8"
"North Western","NM8","2024-09-23","1","Middle Water","<0.1","2.2","0.06","0.37","0.1","0.016","0.35","1.9","72","4.8","2","17.2","8","28.8","27.1"
"North Western","NM8","2024-09-23","1","Bottom Water","<0.1","62","0.15","0.64","0.13","0.019","0.52","2.5","72","4.7","13","38.5","8","28.8","28.8"
"North Western","NM8","2024-10-16","1","Surface Water","0.8","7.1","0.14","0.32","0.061","0.011","0.22","2.3","102","6.6","<1","8.4","7.9","28.6","31.2"
"North Western","NM8","2024-10-16","1","Middle Water","0.8","8","0.13","0.29","0.062","0.011","0.21","2.2","76","5","<1","12.2","7.9","28.6","31.2"
"North Western","NM8","2024-10-16","1","Bottom Water","0.6","22","0.18","0.36","0.056","0.004","0.19","2.4","63","4.1","<1","43.5","7.8","28.5","31.2"
"North Western","NM8","2024-11-20","1","Surface Water","0.3","15","0.09","0.5","0.005","0.023","0.34","0.6","111","7.8","7","14.8","7.8","23.8","30.8"
"North Western","NM8","2024-11-20","1","Middle Water","0.2","18","0.1","0.51","0.02","0.023","0.33","1","77","5.5","10","31.7","7.8","24","30.8"
"North Western","NM8","2024-11-20","1","Bottom Water","0.3","29","0.14","0.47","0.008","0.021","0.3","2.4","82","5.7","18","56.8","7.8","23.9","31.4"
"North Western","NM8","2024-12-04","1","Surface Water","0.6","10","0.07","0.5","0.013","0.022","0.33","2.7","105","7.7","<1","14.1","7.7","22.1","31.3"
"North Western","NM8","2024-12-04","1","Middle Water","0.5","15","0.08","0.43","0.013","0.021","0.3","2.1","80","5.8","3","20.6","7.7","22.1","31.5"
"North Western","NM8","2024-12-04","1","Bottom Water","0.5","23","0.08","0.39","0.01","0.02","0.28","2.5","79","5.7","1","40.3","7.7","22.1","31.6"
"North Western","NT1","2012-01-05","1","Surface Water","<0.1","3.2","0.05","0.63","0.21","0.035","0.51","2.8","87","7","180","2.2","7.7","17.1","31.2"
"North Western","NT1","2012-03-19","1","Surface Water","1.5","3.1","0.04","0.92","0.23","0.029","0.8","3.7","95","7.4","4","2.2","7.6","19.7","28.3"
"North Western","NT1","2012-05-21","1","Surface Water","0.5","2.9","0.04","1.21","0.17","0.021","1.06","4.3","98","6.9","500","2.1","7.6","27.2","21.2"
"North Western","NT1","2012-07-13","1","Surface Water","2","5.2","0.02","1.6","0.065","0.009","1.31","24","160","11.4","22","4.1","8","30.3","10.3"
"North Western","NT1","2012-09-13","1","Surface Water","2.9","7.7","0.03","0.93","0.042","0.003","0.51","26","76","5.1","8","3.5","8.3","30.3","22.9"
"North Western","NT1","2012-11-08","1","Surface Water","0.8","9.1","0.07","0.54","0.067","0.029","0.37","3.1","89","6.1","13","5.2","7.7","25.3","30.8"
"North Western","NT1","2013-01-14","1","Surface Water","0.6","6.8","0.04","0.42","0.088","0.018","0.21","6.9","101","7.9","100","11.4","8","17.8","32.8"
"North Western","NT1","2013-03-20","1","Surface Water","<0.1","3","0.04","0.96","0.23","0.027","0.74","2.6","62","4.5","100","2.9","7.7","23.2","27"
"North Western","NT1","2013-05-06","1","Surface Water","0.7","2.6","0.04","0.77","0.19","0.027","0.61","2.8","86","6.3","140","3.2","7.9","22.9","28.3"
"North Western","NT1","2013-07-08","1","Surface Water","0.7","6.9","0.03","1.1","0.058","0.013","0.98","14","91","6.5","60","4.5","8.4","29.3","13.7"
"North Western","NT1","2013-09-06","1","Surface Water","0.2","2","0.05","1.07","0.2","0.046","0.91","0.8","35","2.5","4100","3.7","7.9","26.7","20.4"
"North Western","NT1","2013-11-11","1","Surface Water","6.2","7.7","0.06","0.6","0.22","0.036","0.44","1.5","53","3.7","610","8.7","7.9","25.3","29.6"
"North Western","NT1","2014-01-06","1","Surface Water","0.5","5.6","0.05","0.64","0.16","0.021","0.39","3","82","6.5","200","4.4","8","17.3","31.5"
"North Western","NT1","2014-03-21","1","Surface Water","0.9","3.5","0.06","0.83","0.3","0.032","0.67","<0.2","74","5.8","200","2.7","7.7","18.7","30.5"
"North Western","NT1","2014-05-07","1","Surface Water","0.6","0.6","0.05","0.67","0.17","0.028","0.54","<0.2","71","5.1","470","2.3","8","23.7","29.2"
"North Western","NT1","2014-07-04","1","Surface Water","1.1","4.7","0.05","1.48","0.046","0.033","1.26","5.7","56","3.9","7","4.5","7.9","30.3","13.4"
"North Western","NT1","2014-09-01","1","Surface Water","1.8","2.6","0.05","0.89","0.062","0.032","0.76","2","48","3.2","90","2.6","7.5","29","24.7"
"North Western","NT1","2014-11-06","1","Surface Water","0.5","3","0.04","0.64","0.079","0.033","0.44","2.4","79","5.3","81","3.3","7.9","26.1","31.1"
"North Western","NT1","2015-01-12","1","Surface Water","0.6","3.2","0.03","0.56","0.18","0.021","0.35","1","51","4","90","7.5","7.8","17.6","30.8"
"North Western","NT1","2015-03-11","1","Surface Water","0.3","3.5","0.04","0.87","0.2","0.026","0.56","1.3","83","6.5","35","3.7","7.7","19","30"
"North Western","NT1","2015-05-07","1","Surface Water","0.6","3.2","0.04","1.25","0.17","0.005","0.94","3.3","88","6.2","28","4.4","8","27","22.8"
"North Western","NT1","2015-07-03","1","Surface Water","2.2","4.7","0.05","1.24","0.034","0.021","1.06","9.9","99","6.9","59","4.6","8","29.3","18"
"North Western","NT1","2015-09-16","1","Surface Water","<0.1","17","0.12","0.85","0.12","0.036","0.63","2.5","73","5","79","5.3","7.9","27.5","26.6"
"North Western","NT1","2015-11-11","1","Surface Water","0.5","17","0.07","1.14","0.13","0.032","0.48","2.2","81","5.5","100","4.3","7.7","26.6","29.2"
"North Western","NT1","2016-01-13","1","Surface Water","0.3","15","0.05","0.72","0.17","0.004","0.47","1","92","7.1","170","1.1","8.3","19.4","29.4"
"North Western","NT1","2016-03-02","1","Surface Water","1","8","0.08","0.7","0.15","0.021","0.46","1.9","85","7","16","2.3","8.1","16.8","28.8"
"North Western","NT1","2016-05-13","1","Surface Water","1.2","4.4","0.06","1.37","0.14","0.056","1.31","2.2","76","5.6","61","51","7.5","25.4","17.2"
"North Western","NT1","2016-07-14","1","Surface Water","1.1","1.3","0.12","1.55","0.29","0.047","1.3","8.7","58","4.2","35000","3.8","7.5","28.3","13.3"
"North Western","NT1","2016-09-02","1","Surface Water","0.5","6.4","0.15","0.84","0.11","0.044","0.79","1.5","60","4.1","76","5.9","7.7","28.1","24.6"
"North Western","NT1","2016-11-07","1","Surface Water","0.6","10","0.1","0.64","0.1","0.033","0.39","2.1","78","5.3","290","16.8","7.8","26.4","29.8"
"North Western","NT1","2017-01-04","1","Surface Water","0.7","5","0.04","0.53","0.11","0.005","0.22","4.1","108","8.1","100","3.4","8.2","20.7","29.8"
"North Western","NT1","2017-03-01","1","Surface Water","0.5","5.3","0.05","0.81","0.14","0.029","0.38","1","79","6.2","100","5.7","7.8","17.9","30.4"
"North Western","NT1","2017-03-01","1","Bottom Water","0.7","4.7","0.04","0.6","0.14","0.029","0.37","1","80","6.3","190","3.7","7.8","17.8","30.4"
"North Western","NT1","2017-05-08","1","Surface Water","1","3.6","0.08","0.98","0.081","0.002","0.73","8.9","87","6.2","68","3.8","7.9","25.6","26.1"
"North Western","NT1","2017-05-08","1","Bottom Water","0.9","4.3","0.09","0.97","0.09","0.004","0.76","7.4","99","7","75","3.9","7.9","25.5","26.2"
"North Western","NT1","2017-07-06","1","Surface Water","1.1","6.2","0.13","1.33","0.069","0.032","1.17","2.7","81","5.9","730","3.8","7.6","28.4","12.9"
"North Western","NT1","2017-07-06","1","Bottom Water","0.7","7.8","0.1","1.11","0.084","0.04","1.02","1.7","67","4.8","1100","3.1","7.6","28","14.9"
"North Western","NT1","2017-09-06","1","Surface Water","<0.1","6.2","0.13","0.93","0.073","0.041","0.85","0.6","90","6.3","1000","4.6","7.7","27.8","21.1"
"North Western","NT1","2017-09-06","1","Bottom Water","<0.1","7.2","0.12","0.89","0.062","0.042","0.82","1.5","66","4.6","570","4.6","7.7","27.6","22.5"
"North Western","NT1","2017-11-08","1","Surface Water","0.3","17","0.04","1.07","0.1","0.016","0.25","1.4","67","4.7","720","5.3","7.8","24.8","32"
"North Western","NT1","2017-11-08","1","Bottom Water","0.5","27","0.04","0.89","0.094","0.017","0.24","1.3","78","5.4","650","5.8","7.8","24.9","32.2"
"North Western","NT1","2018-01-11","1","Surface Water","0.4","7.8","0.04","0.44","0.14","0.031","0.4","1.2","77","6.3","94","8.3","8","15.8","30.8"
"North Western","NT1","2018-01-11","1","Bottom Water","0.5","9.3","0.04","0.45","0.14","0.032","0.4","1","71","5.7","64","8.5","8","16.9","30.8"
"North Western","NT1","2018-03-08","1","Surface Water","1.4","6","0.04","1.05","0.19","0.014","0.52","1.8","85","6.6","1900","10","8.1","19.6","29"
"North Western","NT1","2018-03-08","1","Bottom Water","1.2","6.1","0.04","0.85","0.16","<0.002","0.47","1.7","87","6.7","920","9.8","8.1","19.6","29.3"
"North Western","NT1","2018-05-10","1","Surface Water","0.8","9.6","0.06","0.99","0.15","0.005","0.69","2.5","84","5.9","440","1.5","7.6","25.8","26"
"North Western","NT1","2018-05-10","1","Bottom Water","0.8","8.2","0.05","0.84","0.16","0.017","0.7","2.6","84","5.8","420","1.7","7.6","25.8","27.2"
"North Western","NT1","2018-07-11","1","Surface Water","2.3","9.6","0.04","0.74","0.04","0.011","0.46","35","106","7.2","57","3.7","8.3","28.3","23.8"
"North Western","NT1","2018-07-11","1","Bottom Water","1.4","9.9","0.03","0.62","0.044","0.014","0.47","30","105","7.2","44","4.2","8.2","28.1","24"
"North Western","NT1","2018-09-06","1","Surface Water","1.7","7.6","0.04","1.46","0.072","0.018","1.31","5.8","60","4.2","18000","2.9","7.7","29.5","14"
"North Western","NT1","2018-09-06","1","Bottom Water","1.1","18","0.04","1.19","0.021","0.032","1.06","3.3","62","4.3","1100","15","7.8","27.4","22.1"
"North Western","NT1","2018-11-08","1","Surface Water","0.7","15","0.03","0.57","0.062","0.01","0.21","7.2","90","6.2","190","4.7","7.9","25.2","31.3"
"North Western","NT1","2018-11-08","1","Bottom Water","0.9","28","0.03","0.5","0.054","0.011","0.2","6.5","88","6.1","350","4.5","7.9","25.3","31.4"
"North Western","NT1","2019-01-23","1","Surface Water","1","12","0.04","1.05","0.13","0.015","0.46","1.9","76","6","260","5","7.9","18.5","30.9"
"North Western","NT1","2019-01-23","1","Bottom Water","0.8","16","0.04","0.97","0.13","0.028","0.46","1.4","84","6.5","220","4.5","7.9","18.6","31"
"North Western","NT1","2019-03-04","1","Surface Water","0.6","4.1","0.03","1.01","0.11","0.014","0.41","4.2","91","6.8","90","1.2","8.1","21.4","28.7"
"North Western","NT1","2019-03-04","1","Bottom Water","0.6","2.2","0.03","0.76","0.1","0.014","0.41","4.5","95","7.1","25","1.4","8.1","21.3","28.9"
"North Western","NT1","2019-05-15","1","Surface Water","2.7","19","0.03","0.9","0.028","0.004","0.48","24","118","8.3","53","2.8","8","26.5","23.3"
"North Western","NT1","2019-05-15","1","Bottom Water","2","19","0.03","0.83","0.044","0.003","0.49","20","114","8.1","64","3.2","8","26.2","23.4"
"North Western","NT1","2019-07-03","1","Surface Water","0.6","7.6","0.04","0.7","0.067","0.011","0.51","12","71","4.8","120","20.1","8.7","31.7","17.1"
"North Western","NT1","2019-07-03","1","Bottom Water","0.4","7.5","0.04","0.71","0.067","0.012","0.52","11","63","4.2","540","25.4","8.7","32","17"
"North Western","NT1","2019-09-04","1","Surface Water","0.3","22","0.06","1.08","0.078","0.035","0.69","0.9","101","6.9","1800","7.3","7.8","27.6","24.1"
"North Western","NT1","2019-09-04","1","Bottom Water","0.3","17","0.06","0.72","0.055","0.033","0.56","0.6","70","4.8","400","10.5","7.9","27.6","24.9"
"North Western","NT1","2019-11-11","1","Surface Water","0.8","6.5","0.05","0.5","0.051","0.009","0.19","6.3","87","5.9","44","5","7.9","25.8","32.3"
"North Western","NT1","2019-11-11","1","Bottom Water","1","8.2","0.05","0.97","0.02","0.009","0.08","6.2","94","6.4","49","5.5","7.9","25.7","32.3"
"North Western","NT1","2020-01-10","1","Surface Water","0.5","19","0.08","1.02","0.19","0.01","0.67","1.2","91","6.8","800","4.9","8","20.9","30.3"
"North Western","NT1","2020-01-10","1","Bottom Water","0.6","23","0.06","0.84","0.2","0.014","0.68","0.9","77","5.8","560","5.1","8","20.8","30.4"
"North Western","NT1","2020-05-29","1","Surface Water","0.9","4.7","0.05","1.03","0.069","0.012","0.67","1.9","70","4.8","20","3","7.7","27.4","24.1"
"North Western","NT1","2020-05-29","1","Bottom Water","0.9","4.1","0.05","0.83","0.084","0.017","0.65","1.4","69","4.8","33","3.6","7.7","27.3","24.2"
"North Western","NT1","2020-07-13","1","Surface Water","3","13","0.06","0.94","0.051","0.014","0.69","32","106","7.3","12","3.9","8.3","30","16.5"
"North Western","NT1","2020-07-13","1","Bottom Water","2.9","12","0.05","0.9","0.058","0.013","0.7","34","131","9.1","13","4","8.3","29.7","17"
"North Western","NT1","2020-10-07","1","Surface Water","0.5","17","0.07","1.17","0.11","0.016","0.46","1.5","115","7.7","480","8.5","7.9","28.4","27.7"
"North Western","NT1","2020-10-07","1","Bottom Water","0.6","14","0.07","0.88","0.11","0.012","0.46","1.5","73","4.8","1100","6","7.9","28.4","27.7"
"North Western","NT1","2020-11-18","1","Surface Water","0.8","6.6","0.07","0.65","0.12","0.017","0.29","2.5","90","6.3","96","7.8","7.9","24","31.7"
"North Western","NT1","2020-11-18","1","Bottom Water","0.8","7.8","0.07","0.53","0.11","0.012","0.28","2.5","85","6","110","7.2","7.9","24","31.7"
"North Western","NT1","2021-03-04","1","Surface Water","0.7","5.6","0.06","0.91","0.21","0.021","0.38","1","59","4.5","50","5.3","7.6","20.6","29.9"
"North Western","NT1","2021-03-04","1","Bottom Water","0.6","6.6","0.06","0.78","0.19","0.02","0.36","0.5","56","4.2","47","6.2","7.6","20.6","30.1"
"North Western","NT1","2021-05-13","1","Surface Water","0.7","3.1","N/A","N/A","0.063","0.007","0.55","5.5","69","4.8","8","4.7","7.5","28.2","22.6"
"North Western","NT1","2021-05-13","1","Bottom Water","0.6","3.2","N/A","N/A","0.064","0.007","0.54","5.5","67","4.6","8","5.1","7.5","28.2","22.8"
"North Western","NT1","2021-06-07","1","Surface Water","1.3","10","N/A","N/A","0.065","0.008","0.15","10","75","5.2","33","5.2","7.6","27.7","22.8"
"North Western","NT1","2021-06-07","1","Bottom Water","1.3","9.4","N/A","N/A","0.055","0.023","0.34","6.6","74","5.2","66","5.8","7.5","26.9","24.5"
"North Western","NT1","2021-07-08","1","Surface Water","1.2","5.5","N/A","N/A","0.032","0.009","0.75","17","64","4.4","9","5.3","7.6","29.2","20.2"
"North Western","NT1","2021-07-08","1","Bottom Water","1.4","8.5","N/A","N/A","0.039","0.007","0.73","22","72","4.9","24","5.6","7.6","28.9","20.6"
"North Western","NT1","2021-09-03","1","Surface Water","1.1","6.2","N/A","N/A","0.11","0.005","0.67","6.1","67","4.5","23","2.9","7.1","28","28.2"
"North Western","NT1","2021-09-03","1","Bottom Water","0.8","14","N/A","N/A","0.12","0.004","0.62","5","59","4","25","11.9","7.1","27.6","28.6"
"North Western","NT1","2021-11-15","1","Surface Water","0.5","5.4","0.08","0.77","0.12","0.009","0.36","2.7","92","6.4","160","16","7.5","24.4","31.7"
"North Western","NT1","2021-11-15","1","Bottom Water","0.5","7.8","0.1","0.85","0.11","0.008","0.33","1.7","75","5.2","290","8.5","7.5","24.4","32"
"North Western","NT1","2022-01-14","1","Surface Water","0.7","1.2","0.05","0.8","0.2","0.029","0.43","1","65","5","120","6.9","7.4","19.1","32.8"
"North Western","NT1","2022-01-14","1","Bottom Water","0.6","1.9","0.04","0.95","0.2","0.027","0.41","0.7","64","4.9","150","7","7.4","19.4","32.7"
"North Western","NT1","2022-05-11","1","Surface Water","<0.1","2.4","0.03","0.68","0.091","<0.002","0.59","5","89","6.3","2200","6.8","8.1","25.4","25.8"
"North Western","NT1","2022-05-11","1","Bottom Water","<0.1","2.4","0.03","0.64","0.088","<0.002","0.59","1.2","83","5.8","1200","6.9","8.1","25.4","26.2"
"North Western","NT1","2022-06-23","1","Surface Water","<0.1","7.2","0.03","1.56","0.041","<0.002","1.41","12","77","5.9","180","16.7","7.8","28","5.8"
"North Western","NT1","2022-06-23","1","Bottom Water","0.4","7.8","0.05","1.46","0.044","<0.002","1.32","2.3","77","5.8","220","12.7","7.9","27.7","7.3"
"North Western","NT1","2022-07-14","1","Surface Water","1.1","6.4","0.05","1.07","0.024","<0.002","0.75","14","102","7.2","160","9","8.1","29.3","16.1"
"North Western","NT1","2022-07-14","1","Bottom Water","0.7","7.6","0.05","0.91","0.041","<0.002","0.71","9.6","93","6.5","31","9","8","29","16.5"
"North Western","NT1","2022-09-08","1","Surface Water","1.1","7.1","0.06","0.39","0.048","<0.002","0.26","7.8","87","5.7","10","48.4","7.4","28.5","29.3"
"North Western","NT1","2022-09-08","1","Bottom Water","1.1","7.7","0.07","0.41","0.092","0.006","0.3","9.5","80","5.3","30","55.5","7.4","28.4","29.4"
"North Western","NT1","2022-11-17","1","Surface Water","0.3","6.8","0.1","0.82","0.11","0.022","0.52","1.3","61","4.3","130","66.8","7.1","25","30.9"
"North Western","NT1","2022-11-17","1","Bottom Water","<0.1","7.4","0.1","0.86","0.12","0.023","0.53","0.9","76","5.3","280","78.8","7.1","24.9","31.1"
"North Western","NT1","2023-01-05","1","Surface Water","0.8","6.8","0.09","0.94","0.098","<0.002","0.24","0.7","74","5.7","150","2.8","7.4","18.6","32.6"
